CBO ID O,CBO label O,CBO ID F,CBO ID SG,CBO ID SGP,CBO ID GG,CBO label F,CBO label SG,CBO label SGP,CBO label GG
241005,Advogado,2410,241,24,2,Advogados,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241205,Advogado da união,2412,241,24,2,Procuradores e advogados públicos,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241220,Procurador do estado,2412,241,24,2,Procuradores e advogados públicos,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241215,Procurador da fazenda nacional,2412,241,24,2,Procuradores e advogados públicos,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241230,Procurador federal,2412,241,24,2,Procuradores e advogados públicos,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241235,Procurador fundacional,2412,241,24,2,Procuradores e advogados públicos,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241210,Procurador autárquico,2412,241,24,2,Procuradores e advogados públicos,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241225,Procurador do município,2412,241,24,2,Procuradores e advogados públicos,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241320,Oficial do registro de distribuições,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241330,Oficial do registro de títulos e documentos,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241315,Oficial do registro civil de pessoas naturais,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241310,Oficial do registro civil de pessoas jurídicas,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241305,Oficial de registro de contratos marítimos,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241335,Tabelião de notas,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241325,Oficial do registro de imóveis,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
241340,Tabelião de protestos,2413,241,24,2,Tabeliães e registradores,"Advogados, procuradores, tabeliÃes e afins                                                                                        ",Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242235,Promotor de justiça,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242220,Procurador do trabalho,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242205,Procurador da república,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242250,Subprocurador-geral do trabalho,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242245,Subprocurador-geral da república,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242240,Subprocurador de justiça militar,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242230,Procurador regional do trabalho,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242225,Procurador regional da república,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242210,Procurador de justiça,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242215,Procurador de justiça militar,2422,242,24,2,Membros do ministério público,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242305,Delegado de polícia,2423,242,24,2,Delegados de polícia,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242405,Defensor público,2424,242,24,2,Defensores públicos e procuradores da assistência judiciária,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242410,Procurador da assistência judiciária,2424,242,24,2,Defensores públicos e procuradores da assistência judiciária,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242910,Oficial técnico de inteligência,2429,242,24,2,Profissionais da inteligência,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
242905,Oficial de inteligência,2429,242,24,2,Profissionais da inteligência,Advogados do poder judiciÁrio e da seguranÇa pÚblica                                                                              ,Profissionais das ciÊncias jurÍdicas                                                                                              ,Profissionais das ciÊncias e das artes                                                                                            
251105,Antropólogo,2511,251,25,2,Profissionais em pesquisa e análise antropológica sociológica,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251110,Arqueólogo,2511,251,25,2,Profissionais em pesquisa e análise antropológica sociológica,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251115,Cientista político,2511,251,25,2,Profissionais em pesquisa e análise antropológica sociológica,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251120,Sociólogo,2511,251,25,2,Profissionais em pesquisa e análise antropológica sociológica,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251205,Economista,2512,251,25,2,Economistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251215,Economista financeiro,2512,251,25,2,Economistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251210,Economista agroindustrial,2512,251,25,2,Economistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251220,Economista industrial,2512,251,25,2,Economistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251225,Economista do setor público,2512,251,25,2,Economistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251230,Economista ambiental,2512,251,25,2,Economistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251235,Economista regional e urbano,2512,251,25,2,Economistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251305,Geógrafo,2513,251,25,2,Profissionais em pesquisa e análise geográfica,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251405,Filósofo,2514,251,25,2,Filósofos,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251550,Psicanalista,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251545,Neuropsicólogo,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251540,Psicólogo do trabalho,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251535,Psicólogo do trânsito,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251530,Psicólogo social,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251505,Psicólogo educacional,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251515,Psicólogo do esporte,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251510,Psicólogo clínico,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251520,Psicólogo hospitalar,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251525,Psicólogo jurídico,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251555,Psicólogo acupunturista,2515,251,25,2,Psicólogos e psicanalistas,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251605,Assistente social,2516,251,25,2,Assistentes sociais e economistas domésticos,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
251610,Economista doméstico,2516,251,25,2,Assistentes sociais e economistas domésticos,"Cientistas sociais, psicÓlogos e afins                                                                                            ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252105,Administrador,2521,252,25,2,Administradores,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252205,Auditor (contadores e afins),2522,252,25,2,Contadores e afins,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252210,Contador,2522,252,25,2,Contadores e afins,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252215,Perito contábil,2522,252,25,2,Contadores e afins,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252320,Tecnólogo em secretariado escolar,2523,252,25,2,Secretárias(os) executivas(os) e afins,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252315,Secretária trilíngüe,2523,252,25,2,Secretárias(os) executivas(os) e afins,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252305,Secretária(o) executiva(o),2523,252,25,2,Secretárias(os) executivas(os) e afins,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252310,Secretário  bilíngüe,2523,252,25,2,Secretárias(os) executivas(os) e afins,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252405,Analista de recursos humanos,2524,252,25,2,Profissionais de recursos humanos,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252545,Analista financeiro (instituições financeiras),2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252540,Analista de produtos bancários,2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252535,Analista de leasing,2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252550,Profissional de relações com investidores,2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252530,Analista de crédito rural,2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252505,Administrador de fundos e carteiras de investimento,2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252525,Analista de crédito (instituições financeiras),2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252515,Analista de cobrança (instituições financeiras),2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252510,Analista de câmbio,2525,252,25,2,Profissionais de administração ecônomico-financeira,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252605,Gestor em segurança,2526,252,25,2,Profissionais da administração dos serviços de segurança,Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252725,Analista de gestão de estoque,2527,252,25,2,"Profissionais de planejamento, programação e controles logisticos",Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252720,Analista de projetos logisticos,2527,252,25,2,"Profissionais de planejamento, programação e controles logisticos",Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252715,Analista de logistica,2527,252,25,2,"Profissionais de planejamento, programação e controles logisticos",Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252705,Analista de pcp (programação e controle da produção),2527,252,25,2,"Profissionais de planejamento, programação e controles logisticos",Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
252710,Analista de planejamento de materias,2527,252,25,2,"Profissionais de planejamento, programação e controles logisticos",Profissionais de organizaÇÃo e administraÇÃo de empresas e afins                                                                  ,Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253135,Diretor de contas (publicidade),2531,253,25,2,Profissionais de publicidade,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253130,Diretor de criação,2531,253,25,2,Profissionais de publicidade,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253125,Diretor de arte (publicidade),2531,253,25,2,Profissionais de publicidade,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253120,Diretor de mídia (publicidade),2531,253,25,2,Profissionais de publicidade,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253115,Publicitário,2531,253,25,2,Profissionais de publicidade,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253140,Agenciador de propaganda,2531,253,25,2,Profissionais de publicidade,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253110,Redator de publicidade,2531,253,25,2,Profissionais de publicidade,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253205,Gerente de captação (fundos e investimentos institucionais),2532,253,25,2,Profissionais de comercializacão e consultoria de serviços bancários,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253210,Gerente de clientes especiais (private),2532,253,25,2,Profissionais de comercializacão e consultoria de serviços bancários,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253215,Gerente de contas - pessoa física e jurídica,2532,253,25,2,Profissionais de comercializacão e consultoria de serviços bancários,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253220,Gerente de grandes contas (corporate),2532,253,25,2,Profissionais de comercializacão e consultoria de serviços bancários,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
253225,Operador de negócios,2532,253,25,2,Profissionais de comercializacão e consultoria de serviços bancários,"Profissionais de relaÇÕes pÚblicas, publicidade, marketing e comercializaÇÃo                                                      ",Profissionais das ciÊncias sociais e humanas                                                                                      ,Profissionais das ciÊncias e das artes                                                                                            
