,CIIU ID CI4,CLAE 3,Descripción CLAE 3,Ramas,Descripción,CNAE ID CNG,CNAE label CNG,CIIU label CI4,labour
122,2652.0,268.0,Fabricación De Soportes Ópticos Y Magnéticos,3330.0,Fabricación de relojes,,,Fabricacion de relojes,0.0
652,2711.0,271.0,"Fabricación De Motores, Generadores Y Transformadores Eléctricos Y Aparatos De Distribución  Y Control De La Energía Eléctrica",3120.0,Fabricación de aparatos de distribución y control de la energía eléctrica,273.0,Fabricacao de equipamentos para distribuicao e controle de energia eletrica,"Fabricacion de motores, generadores y transformadores electricos",
653,2712.0,271.0,"Fabricación De Motores, Generadores Y Transformadores Eléctricos Y Aparatos De Distribución  Y Control De La Energía Eléctrica",3120.0,Fabricación de aparatos de distribución y control de la energía eléctrica,273.0,Fabricacao de equipamentos para distribuicao e controle de energia eletrica,Fabricacion de aparatos de distribucion y control de la energia electrica,
449,,272.0,"Fabricación De Acumuladores,  Pilas Y Baterías Primarias",3140.0,"Fabricación de acumuladores, pilas y baterías primarias",272.0,"Fabricacao de pilhas, baterias e acumuladores eletricos",,
127,2720.0,272.0,"Fabricación De Acumuladores,  Pilas Y Baterías Primarias",,,,,"Fabricacion de pilas, baterias y acumuladores electricos",0.0
128,2732.0,273.0,Fabricación De Hilos Y Cables Aislados,3130.0,Fabricación de hilos y cables aislados,,,Fabricacion de dispositivos de cableado,0.02
448,,273.0,Fabricación De Hilos Y Cables Aislados,3130.0,Fabricación de hilos y cables aislados,,,,
654,2731.0,273.0,Fabricación De Hilos Y Cables Aislados,,,,,Fabricacion de hilos y cables electricos y de fibra optica,
450,,274.0,Fabricación De Lámparas Eléctricas Y Equipo De Iluminación,3150.0,Fabricación de lámparas eléctricas y equipo de iluminación,274.0,Fabricacao de lampadas e outros equipamentos de iluminacao,,
129,2740.0,274.0,Fabricación De Lámparas Eléctricas Y Equipo De Iluminación,,,,,Fabricacion de equipos electricos de iluminacion,0.01
130,2750.0,275.0,Fabricación De Aparatos De Uso Doméstico Ncp,2930.0,Fabricación de aparatos de uso doméstico n.c.p.,275.0,Fabricacao de eletrodomesticos,Fabricacion de aparatos de uso domestico,0.01
445,,275.0,Fabricación De Aparatos De Uso Doméstico Ncp,2929.0,Fabricación de maquinaria de uso especial n.c.p.,,,,
451,,279.0,Fabricación  De Equipo Eléctrico Ncp,3190.0,Fabricación  de equipo eléctrico n.c.p.,279.0,Fabricacao de equipamentos e aparelhos eletricos nao especificados anteriormente,,
131,2790.0,279.0,Fabricación  De Equipo Eléctrico Ncp,,,,,Fabricacion de otros tipos de equipo electrico n.c.p.,0.1
452,,281.0,Fabricación De Maquinaria Y Equipo De Uso General,3210.0,"Fabricación de tubos, válvulas  y otros  componentes electrónicos ",,,,
453,,282.0,Fabricación De Maquinaria Y Equipo De Uso Especial,3210.0,"Fabricación de tubos, válvulas  y otros  componentes electrónicos ",,,,
145,2910.0,291.0,Fabricación De Vehículos Automotores,3410.0,Fabricación de vehículos automotores,291.0,"Fabricacao de automoveis, camionetas e utilitarios",Fabricacion de vehiculos automotores y sus motores,0.01
457,,291.0,Fabricación De Vehículos Automotores,3410.0,Fabricación de vehículos automotores,291.0,"Fabricacao de automoveis, camionetas e utilitarios",,
146,2910.0,291.0,Fabricación De Vehículos Automotores,3410.0,Fabricación de vehículos automotores,292.0,Fabricacao de caminhoes e onibus,Fabricacion de vehiculos automotores y sus motores,0.01
458,,291.0,Fabricación De Vehículos Automotores,3410.0,Fabricación de vehículos automotores,292.0,Fabricacao de caminhoes e onibus,,
147,2920.0,292.0,Fabricación  De  Carrocerías  Para  Vehículos  Automotores;  Fabricación De Remolques Y Semirremolques,3420.0,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,293.0,"Fabricacao de cabines, carrocerias e reboques para veiculos automotores",Fabricacion de carrocerias para vehiculos automotores; fabricacion de remolques y semirremolques ,0.03
459,,292.0,Fabricación  De  Carrocerías  Para  Vehículos  Automotores;  Fabricación De Remolques Y Semirremolques,3420.0,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,293.0,"Fabricacao de cabines, carrocerias e reboques para veiculos automotores",,
148,2930.0,293.0,"Fabricación De Partes, Piezas Y Accesorios Para Vehículos Automotores Y Sus Motores",3430.0,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores,294.0,Fabricacao de pecas e acessorios para veiculos automotores,"Fabricacion de partes, piezas (autopartes) y accesorios (lujos) para vehiculos automotores",0.04
460,,293.0,"Fabricación De Partes, Piezas Y Accesorios Para Vehículos Automotores Y Sus Motores",3430.0,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores,294.0,Fabricacao de pecas e acessorios para veiculos automotores,,
149,2930.0,293.0,"Fabricación De Partes, Piezas Y Accesorios Para Vehículos Automotores Y Sus Motores",3430.0,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores,295.0,Recondicionamento e recuperacao de motores para veiculos automotores,"Fabricacion de partes, piezas (autopartes) y accesorios (lujos) para vehiculos automotores",0.04
461,,293.0,"Fabricación De Partes, Piezas Y Accesorios Para Vehículos Automotores Y Sus Motores",3430.0,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores,295.0,Recondicionamento e recuperacao de motores para veiculos automotores,,
150,3011.0,301.0,Construcción Y Reparación De Buques Y Embarcaciones,3511.0,Construcción y reparación de buques,301.0,Construcao de embarcacoes,Construccion de barcos y de estructuras flotantes,0.09
462,,301.0,Construcción Y Reparación De Buques Y Embarcaciones,3511.0,Construcción y reparación de buques,301.0,Construcao de embarcacoes,,
151,3012.0,301.0,Construcción Y Reparación De Buques Y Embarcaciones,3512.0,Construcción y reparación de embarcaciones de recreo y deporte,301.0,Construcao de embarcacoes,Construccion de embarcaciones de recreo y deporte,0.0
463,,301.0,Construcción Y Reparación De Buques Y Embarcaciones,3512.0,Construcción y reparación de embarcaciones de recreo y deporte,301.0,Construcao de embarcacoes,,
152,3020.0,302.0,Fabricación Y Reparación De Locomotoras Y De Material Rodante Para Transporte Ferroviario,3520.0,Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías,303.0,Fabricacao de veiculos ferroviarios,Fabricacion de locomotoras y de material rodante para ferrocarriles,0.0
464,,302.0,Fabricación Y Reparación De Locomotoras Y De Material Rodante Para Transporte Ferroviario,3520.0,Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías,303.0,Fabricacao de veiculos ferroviarios,,
153,3030.0,303.0,Fabricación Y Reparación De Aeronaves,3530.0,Fabricación y reparación de aeronaves ,304.0,Fabricacao de aeronaves,"Fabricacion de aeronaves, naves espaciales y de maquinaria conexa",0.01
657,3040.0,303.0,Fabricación Y Reparación De Aeronaves,3530.0,Fabricación y reparación de aeronaves ,304.0,Fabricacao de aeronaves,Fabricacion de vehiculos militares de combate,
154,3091.0,309.0,Fabricación De Equipo De Transporte Ncp,3590.0,"Fabricación de motocicletas, bicicletas y sillones ortopédicos",309.0,Fabricacao de equipamentos de transporte nao especificados anteriormente,Fabricacion de motocicletas,0.01
155,3092.0,309.0,Fabricación De Equipo De Transporte Ncp,3590.0,"Fabricación de motocicletas, bicicletas y sillones ortopédicos",309.0,Fabricacao de equipamentos de transporte nao especificados anteriormente,Fabricacion de bicicletas y de sillas de ruedas para personas con discapacidad,0.01
156,3099.0,309.0,Fabricación De Equipo De Transporte Ncp,3590.0,"Fabricación de motocicletas, bicicletas y sillones ortopédicos",309.0,Fabricacao de equipamentos de transporte nao especificados anteriormente,Fabricacion de otros tipos de equipo de transporte n.c.p.,0.04
465,,309.0,Fabricación De Equipo De Transporte Ncp,3590.0,"Fabricación de motocicletas, bicicletas y sillones ortopédicos",309.0,Fabricacao de equipamentos de transporte nao especificados anteriormente,,
658,3110.0,310.0,Fabricación De Muebles Y Colchones,3610.0,Fabricación de muebles y colchones,310.0,Fabricacao de moveis,Fabricacion de muebles ,
659,3120.0,310.0,Fabricación De Muebles Y Colchones,3610.0,Fabricación de muebles y colchones,310.0,Fabricacao de moveis,Fabricacion de colchones y somieres,
466,,310.0,Fabricación De Muebles Y Colchones,3610.0,Fabricación de muebles y colchones,310.0,Fabricacao de moveis,,
660,3210.0,321.0,"Fabricación De Joyas, Bijouterie Y Artículos Conexos",3691.0,Fabricación de joyas y artículos conexos,321.0,"Fabricacao de artigos de joalheria, bijuteria e semelhantes","Fabricacion de joyas, bisuteria y articulos conexos",
159,3220.0,322.0,Fabricación De Instrumentos De Música,3692.0,Fabricación de instrumentos de música,322.0,Fabricacao de instrumentos musicais,Fabricacion de instrumentos musicales,0.0
160,3230.0,323.0,Fabricación De Artículos De Deporte,3693.0,Fabricación de artículos de deporte,323.0,Fabricacao de artefatos para pesca e esporte,Fabricacion de articulos y equipo para la practica del deporte,0.02
161,3240.0,324.0,Fabricación De Juegos Y Juguetes,3694.0,Fabricación de juegos y juguetes,324.0,Fabricacao de brinquedos e jogos recreativos,"Fabricacion de juegos, juguetes y rompecabezas",0.01
162,3250.0,324.0,Fabricación De Juegos Y Juguetes,3694.0,Fabricación de juegos y juguetes,324.0,Fabricacao de brinquedos e jogos recreativos,"Fabricacion de instrumentos, aparatos y materiales medicos y odontologicos (incluido mobiliario)",0.12
163,3290.0,329.0,Industrias Manufactureras Ncp,3699.0,Industrias manufactureras n.c.p.,325.0,Fabricacao de instrumentos e materiais para uso medico e odontologico e de artigos opticos,Otras industrias manufactureras n.c.p.,0.09
467,,329.0,Industrias Manufactureras Ncp,3699.0,Industrias manufactureras n.c.p.,325.0,Fabricacao de instrumentos e materiais para uso medico e odontologico e de artigos opticos,,
164,3290.0,329.0,Industrias Manufactureras Ncp,3699.0,Industrias manufactureras n.c.p.,329.0,Fabricacao de produtos diversos,Otras industrias manufactureras n.c.p.,0.09
468,,329.0,Industrias Manufactureras Ncp,3699.0,Industrias manufactureras n.c.p.,329.0,Fabricacao de produtos diversos,,
469,,329.0,Industrias Manufactureras Ncp,3700.0,Reciclamiento,,,,
470,,329.0,Industrias Manufactureras Ncp,3710.0,Reciclamiento de desperdicios y desechos metálicos,,,,
471,,329.0,Industrias Manufactureras Ncp,3720.0,Reciclamiento de desperdicios y desechos no metálicos,,,,
166,3312.0,331.0,Reparación Y Mantenimiento De Máquinas Y Equipo,,,331.0,Manutencao e reparacao de maquinas e equipamentos,Mantenimiento y reparacion especializado de maquinaria y equipo,0.1
169,3315.0,331.0,Reparación Y Mantenimiento De Máquinas Y Equipo,,,331.0,Manutencao e reparacao de maquinas e equipamentos,"Mantenimiento y reparacion especializado de equipo de transporte, excepto los vehiculos automotores, motocicletas y bicicletas",0.01
167,3313.0,331.0,Reparación Y Mantenimiento De Máquinas Y Equipo,3720.0,Reciclamiento de desperdicios y desechos no metálicos,,,Mantenimiento y reparacion especializado de equipo electronico y optico,0.05
168,3314.0,331.0,Reparación Y Mantenimiento De Máquinas Y Equipo,3720.0,Reciclamiento de desperdicios y desechos no metálicos,,,Mantenimiento y reparacion especializado de equipo electrico,0.14
170,3319.0,331.0,Reparación Y Mantenimiento De Máquinas Y Equipo,3720.0,Reciclamiento de desperdicios y desechos no metálicos,,,Mantenimiento y reparacion de otros tipos de equipos y sus componentes n.c.p.,0.46
661,3320.0,331.0,Reparación Y Mantenimiento De Máquinas Y Equipo,3720.0,Reciclamiento de desperdicios y desechos no metálicos,,,Instalacion especializada de maquinaria y equipo industrial ,
472,,331.0,Reparación Y Mantenimiento De Máquinas Y Equipo,3720.0,Reciclamiento de desperdicios y desechos no metálicos,,,,
473,,332.0,Instalación De Maquinaria Y Equipos Industriales,3720.0,Reciclamiento de desperdicios y desechos no metálicos,,,,
662,3511.0,352.0,Fabricación Y Distribución De Gas  Y De Combustibles Gaseosos Por Tuberías,4011.0,Generación de energía eléctrica,351.0,"Geracao, transmissao e distribuicao de energia eletrica",Generacion de energia electrica,
474,,352.0,Fabricación Y Distribución De Gas  Y De Combustibles Gaseosos Por Tuberías,4011.0,Generación de energía eléctrica,351.0,"Geracao, transmissao e distribuicao de energia eletrica",,
663,3512.0,352.0,Fabricación Y Distribución De Gas  Y De Combustibles Gaseosos Por Tuberías,4012.0,Transporte de energía eléctrica,351.0,"Geracao, transmissao e distribuicao de energia eletrica",Transmision de energia electrica,
664,3513.0,352.0,Fabricación Y Distribución De Gas  Y De Combustibles Gaseosos Por Tuberías,4013.0,Distribución de energía eléctrica,351.0,"Geracao, transmissao e distribuicao de energia eletrica",Distribucion de energia electrica,
665,3514.0,352.0,Fabricación Y Distribución De Gas  Y De Combustibles Gaseosos Por Tuberías,4013.0,Distribución de energía eléctrica,351.0,"Geracao, transmissao e distribuicao de energia eletrica",Comercializacion de energia electrica,
475,,352.0,Fabricación Y Distribución De Gas  Y De Combustibles Gaseosos Por Tuberías,4020.0,Fabricación de gas y distribución de combustibles gaseosos por tuberías,352.0,Producao e distribuicao de combustiveis gasosos por redes urbanas,,
172,3520.0,352.0,Fabricación Y Distribución De Gas  Y De Combustibles Gaseosos Por Tuberías,,,,,Produccion de gas; distribucion de combustibles gaseosos por tuberias,0.07
173,3530.0,353.0,Suministro De Vapor Y Aire Acondicionado,4020.0,Fabricación de gas y distribución de combustibles gaseosos por tuberías,,,Suministro de vapor y aire acondicionado,0.01
583,,370.0,"Servicios De Depuración De Aguas Residuales, Alcantarillado Y Cloacas",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",360.0,"Captacao, tratamento e distribuicao de agua",,
584,,370.0,"Servicios De Depuración De Aguas Residuales, Alcantarillado Y Cloacas",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",370.0,Esgoto e atividades relacionadas,,
787,3811.0,381.0,"Recolección, Transporte, Tratamiento Y Disposición Final De Residuos",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",381.0,Coleta de residuos,Recoleccion de desechos no peligrosos,
789,3812.0,381.0,"Recolección, Transporte, Tratamiento Y Disposición Final De Residuos",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",381.0,Coleta de residuos,Recoleccion de desechos peligrosos,
585,,381.0,"Recolección, Transporte, Tratamiento Y Disposición Final De Residuos",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",381.0,Coleta de residuos,,
788,3811.0,381.0,"Recolección, Transporte, Tratamiento Y Disposición Final De Residuos",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",382.0,Tratamento e disposicao de residuos,Recoleccion de desechos no peligrosos,
790,3812.0,381.0,"Recolección, Transporte, Tratamiento Y Disposición Final De Residuos",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",382.0,Tratamento e disposicao de residuos,Recoleccion de desechos peligrosos,
586,,381.0,"Recolección, Transporte, Tratamiento Y Disposición Final De Residuos",9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",382.0,Tratamento e disposicao de residuos,,
176,3821.0,382.0,Recuperación De Materiales Y Deshechos,9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",383.0,Recuperacao de materiais,Tratamiento y disposicion de desechos no peligrosos,0.03
791,3822.0,382.0,Recuperación De Materiales Y Deshechos,9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",383.0,Recuperacao de materiais,Tratamiento y disposicion de desechos peligrosos,
177,3830.0,382.0,Recuperación De Materiales Y Deshechos,9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",383.0,Recuperacao de materiais,Recuperacion de materiales,0.04
587,,382.0,Recuperación De Materiales Y Deshechos,9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",383.0,Recuperacao de materiais,,
178,3900.0,390.0,Descontaminación Y Otros Servicios De Gestión De Residuos,9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",390.0,Descontaminacao e outros servicos de gestao de residuos,Actividades de saneamiento ambiental y otros servicios de gestion de desechos,0.03
588,,390.0,Descontaminación Y Otros Servicios De Gestión De Residuos,9000.0,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares",390.0,Descontaminacao e outros servicos de gestao de residuos,,
180,4290.0,410.0,Construcción De Edificios Y Sus Partes,4520.0,Construcción de edificios y sus partes y obras de ingeniería civil,412.0,Construcao de edificios,Construccion de otras obras de ingenieria civil,2.32
666,4321.0,410.0,Construcción De Edificios Y Sus Partes,4531.0,"Ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas",412.0,Construcao de edificios,Instalaciones electricas,
671,4210.0,421.0,"Construcción, Reforma Y Reparación De Obras De Infraestructura Para El Transporte",4550.0,Alquiler de equipo de construcción o demolición dotado de operarios,,,Construccion de carreteras y vias de ferrocarril,
672,4220.0,422.0,Construcción De Proyectos De Servicios Públicos,,,422.0,"Obras de infra-estrutura para energia eletrica, telecomunicacoes, agua, esgoto e transporte por dutos",Construccion de proyectos de servicio publico,
484,,422.0,Construcción De Proyectos De Servicios Públicos,4550.0,Alquiler de equipo de construcción o demolición dotado de operarios,,,,
673,4511.0,422.0,Construcción De Proyectos De Servicios Públicos,5011.0,"Venta de vehículos automotores nuevos, excepto motocicletas",,,Comercio de vehiculos automotores nuevos,
669,4111.0,429.0,Obras De Ingeniería Civil Ncp,4550.0,Alquiler de equipo de construcción o demolición dotado de operarios,429.0,Construcao de outras obras de infra-estrutura,Construccion de edificios residenciales,
670,4112.0,429.0,Obras De Ingeniería Civil Ncp,4550.0,Alquiler de equipo de construcción o demolición dotado de operarios,429.0,Construcao de outras obras de infra-estrutura,Construccion de edificios no residenciales,
184,4390.0,429.0,Obras De Ingeniería Civil Ncp,4550.0,Alquiler de equipo de construcción o demolición dotado de operarios,429.0,Construcao de outras obras de infra-estrutura,Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil,0.02
483,,429.0,Obras De Ingeniería Civil Ncp,4550.0,Alquiler de equipo de construcción o demolición dotado de operarios,429.0,Construcao de outras obras de infra-estrutura,,
181,4311.0,431.0,"Demolición, Movimiento Y Preparación De Terrenos Para Obras",4511.0,Demolición y voladura de edificios y de sus partes ,431.0,Demolicao e preparacao do terreno,Demolicion,0.09
476,,431.0,"Demolición, Movimiento Y Preparación De Terrenos Para Obras",4512.0,"Perforación y sondeo, excepto: perforación de pozos de petróleo, de gas, de minas e hidráulicos  y prospección de yacimientos de petróleo",431.0,Demolicao e preparacao do terreno,,
182,4312.0,431.0,"Demolición, Movimiento Y Preparación De Terrenos Para Obras",4519.0,Movimiento de suelos y preparación de terrenos para obras n.c.p.,431.0,Demolicao e preparacao do terreno,Preparacion del terreno,2.05
477,,432.0,Instalaciones Para Edificios Y Obras De Ingeniería Civil,4532.0,"Aislamiento térmico, acústico, hídrico y antivibratorio",432.0,"Instalacoes eletricas, hidraulicas e outras instalacoes em construcoes",,
667,4322.0,432.0,Instalaciones Para Edificios Y Obras De Ingeniería Civil,4533.0,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos",432.0,"Instalacoes eletricas, hidraulicas e outras instalacoes em construcoes","Instalaciones de fontaneria, calefaccion y aire acondicionado",
183,4329.0,432.0,Instalaciones Para Edificios Y Obras De Ingeniería Civil,4539.0,Instalaciones para edificios y obras de ingeniería civil n.c.p.,432.0,"Instalacoes eletricas, hidraulicas e outras instalacoes em construcoes",Otras instalaciones especializadas,3.95
478,,432.0,Instalaciones Para Edificios Y Obras De Ingeniería Civil,4541.0,"Instalaciones de carpintería, herrería de obra y artística",432.0,"Instalacoes eletricas, hidraulicas e outras instalacoes em construcoes",,
479,,433.0,Terminación De Edificios,4542.0,Terminación y revestimiento de paredes y pisos,433.0,Obras de acabamento,,
480,,433.0,Terminación De Edificios,4543.0,Colocación de cristales en obra,433.0,Obras de acabamento,,
481,,433.0,Terminación De Edificios,4544.0,Pintura y trabajos de decoración,433.0,Obras de acabamento,,
668,4330.0,433.0,Terminación De Edificios,4549.0,Terminación de edificios y obras de ingeniería civil n.c.p.,433.0,Obras de acabamento,Terminacion y acabado de edificios y obras de ingenieria civil,
482,,439.0,Alquiler De Equipo De Construcción O Demolición Dotado De Operarios Y Actividades Especializadas De Construcción Ncp,4550.0,Alquiler de equipo de construcción o demolición dotado de operarios,439.0,Outros servicos especializados para construcao,,
674,4512.0,451.0,"Venta De Vehículos Automotores, Excepto Motocicletas",5012.0,"Venta de vehículos automotores usados, excepto motocicletas",451.0,Comercio de veiculos automotores,Comercio de vehiculos automotores usados,
186,4520.0,452.0,"Mantenimiento Y Reparación De Vehículos Automotores, Excepto Motocicletas",5012.0,"Venta de vehículos automotores usados, excepto motocicletas",,,Mantenimiento y reparacion de vehiculos automotores,0.44
187,4530.0,453.0,"Venta De Partes, Piezas Y Accesorios De Vehículos Automotores",,,,,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehiculos automotores",0.24
485,,454.0,"Venta, Mantenimiento Y Reparación De Motocicletas Y De Sus Partes, Piezas Y Accesorios",5031.0,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores",454.0,"Comercio, manutencao e reparacao de motocicletas, pecas e acessorios",,
486,,454.0,"Venta, Mantenimiento Y Reparación De Motocicletas Y De Sus Partes, Piezas Y Accesorios",5032.0,"Venta al por menor de partes, piezas y accesorios de vehículos automotores",454.0,"Comercio, manutencao e reparacao de motocicletas, pecas e acessorios",,
675,4541.0,454.0,"Venta, Mantenimiento Y Reparación De Motocicletas Y De Sus Partes, Piezas Y Accesorios",5020.0,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",,,"Comercio de motocicletas y de sus partes, piezas y accesorios",
676,4542.0,454.0,"Venta, Mantenimiento Y Reparación De Motocicletas Y De Sus Partes, Piezas Y Accesorios",5020.0,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",,,Mantenimiento y reparacion de motocicletas y de sus partes y piezas,
189,4610.0,461.0,Venta Al Por Mayor En Comisión O Consignación,5111.0,Venta al por mayor en comisión o consignación de productos agrícolas y pecuarios,,,Comercio al por mayor a cambio de una retribucion o por contrata,0.31
190,4620.0,461.0,Venta Al Por Mayor En Comisión O Consignación,5111.0,Venta al por mayor en comisión o consignación de productos agrícolas y pecuarios,,,Comercio al por mayor de materias primas agropecuarias; animales vivos,0.3
679,4631.0,461.0,Venta Al Por Mayor En Comisión O Consignación,5111.0,Venta al por mayor en comisión o consignación de productos agrícolas y pecuarios,,,Comercio al por mayor de productos alimenticios,
192,4641.0,461.0,Venta Al Por Mayor En Comisión O Consignación,5119.0,Venta al por mayor en comisión o consignación de mercancías n.c.p.,,,"Comercio al por mayor de productos textiles, productos confeccionados para uso domestico",0.52
487,,461.0,Venta Al Por Mayor En Comisión O Consignación,5119.0,Venta al por mayor en comisión o consignación de mercancías n.c.p.,,,,
681,4643.0,462.0,Venta Al Por Mayor De Materias Primas Agropecuarias Y De Animales Vivos,5121.0,Venta al por mayor de materias primas agropecuarias y de animales vivos,462.0,Comercio atacadista de materias-primas agricolas e animais vivos,Comercio al por mayor de calzado,
682,4644.0,462.0,Venta Al Por Mayor De Materias Primas Agropecuarias Y De Animales Vivos,5121.0,Venta al por mayor de materias primas agropecuarias y de animales vivos,462.0,Comercio atacadista de materias-primas agricolas e animais vivos,Comercio al por mayor de aparatos y equipo de uso domestico,
680,4642.0,462.0,Venta Al Por Mayor De Materias Primas Agropecuarias Y De Animales Vivos,,,,,Comercio al por mayor de prendas de vestir,
488,,463.0,"Venta Al Por Mayor De Alimentos, Bebidas Y Tabaco",5122.0,Venta al por mayor de alimentos ,463.0,"Comercio atacadista especializado em produtos alimenticios, bebidas e fumo",,
683,4632.0,463.0,"Venta Al Por Mayor De Alimentos, Bebidas Y Tabaco",5123.0,Venta al por mayor de bebidas,463.0,"Comercio atacadista especializado em produtos alimenticios, bebidas e fumo",Comercio al por mayor de bebidas y tabaco,
489,,463.0,"Venta Al Por Mayor De Alimentos, Bebidas Y Tabaco",5123.0,Venta al por mayor de bebidas,463.0,"Comercio atacadista especializado em produtos alimenticios, bebidas e fumo",,
490,,463.0,"Venta Al Por Mayor De Alimentos, Bebidas Y Tabaco",5124.0,Venta al por mayor de cigarrillos y productos de tabaco ,463.0,"Comercio atacadista especializado em produtos alimenticios, bebidas e fumo",,
491,,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5131.0,"Venta al por mayor de productos textiles, prendas de vestir, calzado excepto el ortopédico, cueros, pieles, artículos de marroquinería,  paraguas y similares ",464.0,Comercio atacadista de produtos de consumo nao-alimentar,,
492,,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5132.0,"Venta al por mayor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",464.0,Comercio atacadista de produtos de consumo nao-alimentar,,
684,4645.0,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5133.0,"Venta al por mayor de productos farmacéuticos, veterinarios, cosméticos y de perfumería, instrumental médico y odontológico y artículos ortopédicos",464.0,Comercio atacadista de produtos de consumo nao-alimentar,"Comercio al por mayor de productos farmaceuticos, medicinales, cosmeticos y de tocador",
194,4651.0,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5133.0,"Venta al por mayor de productos farmacéuticos, veterinarios, cosméticos y de perfumería, instrumental médico y odontológico y artículos ortopédicos",464.0,Comercio atacadista de produtos de consumo nao-alimentar,"Comercio al por mayor de computadores, equipo periferico y programas de informatica",0.03
685,4652.0,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5133.0,"Venta al por mayor de productos farmacéuticos, veterinarios, cosméticos y de perfumería, instrumental médico y odontológico y artículos ortopédicos",464.0,Comercio atacadista de produtos de consumo nao-alimentar,"Comercio al por mayor de equipo, partes y piezas electronicos y de telecomunicaciones",
493,,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5133.0,"Venta al por mayor de productos farmacéuticos, veterinarios, cosméticos y de perfumería, instrumental médico y odontológico y artículos ortopédicos",464.0,Comercio atacadista de produtos de consumo nao-alimentar,,
195,4653.0,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5134.0,"Venta al por mayor de artículos de óptica, fotografía, relojería, joyería y fantasías",464.0,Comercio atacadista de produtos de consumo nao-alimentar,Comercio al por mayor de maquinaria y equipo agropecuarios,0.01
196,4659.0,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5134.0,"Venta al por mayor de artículos de óptica, fotografía, relojería, joyería y fantasías",464.0,Comercio atacadista de produtos de consumo nao-alimentar,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,0.74
494,,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5134.0,"Venta al por mayor de artículos de óptica, fotografía, relojería, joyería y fantasías",464.0,Comercio atacadista de produtos de consumo nao-alimentar,,
495,,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5135.0,"Venta al por mayor de muebles, artículos de iluminación y  demás artefactos para el hogar",464.0,Comercio atacadista de produtos de consumo nao-alimentar,,
193,4649.0,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5139.0,Venta al por mayor de artículos de uso doméstico y/o personal n.c.p.,464.0,Comercio atacadista de produtos de consumo nao-alimentar,Comercio al por mayor de otros utensilios domesticos n.c.p.,0.48
496,,464.0,Venta Al Por Mayor De Artículos De Uso Doméstico Y/O Personal,5139.0,Venta al por mayor de artículos de uso doméstico y/o personal n.c.p.,464.0,Comercio atacadista de produtos de consumo nao-alimentar,,
500,,465.0,"Venta Al Por Mayor De Máquinas, Equipo Y Materiales Conexos",5151.0,"Venta al por mayor de máquinas, equipos e implementos de uso especial",466.0,"Comercio atacadista de maquinas, aparelhos e equipamentos, exceto de tecnologias de informacao e comunicacao",,
