,CIIU ID CI4,CLAE 3,Descripción CLAE 3,Ramas,Descripción,CNAE ID CNG,CNAE label CNG,CIIU label CI4,labour
329,9311.0,920.0,Servicios  Relacionados Con Juegos De Azar Y Apuestas,9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,Gestion de instalaciones deportivas,0.07
330,9312.0,920.0,Servicios  Relacionados Con Juegos De Azar Y Apuestas,9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,Actividades de clubes deportivos,0.22
338,9492.0,920.0,Servicios  Relacionados Con Juegos De Azar Y Apuestas,9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,Actividades de asociaciones politicas,0.0
339,9499.0,920.0,Servicios  Relacionados Con Juegos De Azar Y Apuestas,9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,Actividades de otras asociaciones n.c.p.,1.14
595,,920.0,Servicios  Relacionados Con Juegos De Azar Y Apuestas,9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,,
332,9321.0,931.0,Servicios Para La Práctica Deportiva,9241.0,Servicios para prácticas deportivas,,,Actividades de parques de atracciones y parques tematicos,0.0
333,9329.0,931.0,Servicios Para La Práctica Deportiva,9241.0,Servicios para prácticas deportivas,,,Otras actividades recreativas y de esparcimiento n.c.p.,0.18
596,,931.0,Servicios Para La Práctica Deportiva,9241.0,Servicios para prácticas deportivas,,,,
597,,939.0,Servicios De Esparcimiento Ncp,9249.0,Servicios de esparcimiento n.c.p.,,,,
589,,941.0,"Servicios De Organizaciones Empresariales, Profesionales Y De Empleadores",9100.0,Servicios de asociaciones n.c.p.,941.0,"Atividades de organizacoes associativas patronais, empresariais e profissionais",,
590,,942.0,Servicios De Sindicatos,9100.0,Servicios de asociaciones n.c.p.,942.0,Atividades de organizacoes sindicais,,
793,9002.0,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,Creacion musical,
794,9003.0,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,Creacion teatral,
795,9004.0,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,Creacion audiovisual,
796,9005.0,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,Artes plasticas y visuales,
797,9006.0,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,Actividades teatrales,
798,9007.0,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,Actividades de espectaculos musicales en vivo,
799,9008.0,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,Otras actividades de espectaculos en vivo,
591,,949.0,Servicios De Asociaciones Ncp,9100.0,Servicios de asociaciones n.c.p.,949.0,Atividades de organizacoes associativas nao especificadas anteriormente,,
792,9001.0,949.0,Servicios De Asociaciones Ncp,,,,,Creacion literaria,
729,5820.0,951.0,Reparación Y Mantenimiento De Equipos Informáticos Y Equipos De Comunicación,7290.0,Actividades de informática n.c.p.,639.0,Outras atividades de prestacao de servicos de informacao,Edicion de programas de informatica (software),
728,6399.0,951.0,Reparación Y Mantenimiento De Equipos Informáticos Y Equipos De Comunicación,7290.0,Actividades de informática n.c.p.,639.0,Outras atividades de prestacao de servicos de informacao,Otras actividades de servicio de informacion n.c.p.,
727,6312.0,951.0,Reparación Y Mantenimiento De Equipos Informáticos Y Equipos De Comunicación,7250.0,"Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática",951.0,Reparacao e manutencao de equipamentos de informatica e comunicacao,Portales web,
258,6391.0,951.0,Reparación Y Mantenimiento De Equipos Informáticos Y Equipos De Comunicación,7250.0,"Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática",951.0,Reparacao e manutencao de equipamentos de informatica e comunicacao,Actividades de agencias de noticias,0.01
554,,951.0,Reparación Y Mantenimiento De Equipos Informáticos Y Equipos De Comunicación,7250.0,"Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática",951.0,Reparacao e manutencao de equipamentos de informatica e comunicacao,,
702,9522.0,952.0,Reparación De Efectos Personales Y Enseres Domésticos,5269.0,Reparación de efectos personales y enseres domésticos n.c.p.,952.0,Reparacao e manutencao de objetos e equipamentos pessoais e domesticos,Mantenimiento y reparacion de aparatos y equipos domesticos y de jardineria ,
701,9524.0,952.0,Reparación De Efectos Personales Y Enseres Domésticos,5269.0,Reparación de efectos personales y enseres domésticos n.c.p.,952.0,Reparacao e manutencao de objetos e equipamentos pessoais e domesticos,Reparacion de muebles y accesorios para el hogar,
343,9529.0,952.0,Reparación De Efectos Personales Y Enseres Domésticos,5269.0,Reparación de efectos personales y enseres domésticos n.c.p.,952.0,Reparacao e manutencao de objetos e equipamentos pessoais e domesticos,Mantenimiento y reparacion de otros efectos personales y enseres domesticos,0.12
700,9521.0,952.0,Reparación De Efectos Personales Y Enseres Domésticos,5262.0,Reparación de artículos eléctricos de uso doméstico,,,Mantenimiento y reparacion de aparatos electronicos de consumo,
703,5512.0,952.0,Reparación De Efectos Personales Y Enseres Domésticos,,,,,Alojamiento en apartahoteles,
342,9523.0,952.0,Reparación De Efectos Personales Y Enseres Domésticos,,,,,Reparacion de calzado y articulos de cuero,0.01
347,9609.0,960.0,Servicios Personales Ncp,9309.0,Servicios n.c.p.,960.0,Outras atividades de servicos pessoais,Otras actividades de servicios personales n.c.p.,1.35
601,,960.0,Servicios Personales Ncp,9309.0,Servicios n.c.p.,960.0,Outras atividades de servicos pessoais,,
344,9601.0,960.0,Servicios Personales Ncp,9301.0,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco",,,"Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel",0.04
598,,960.0,Servicios Personales Ncp,9301.0,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco",,,,
345,9602.0,960.0,Servicios Personales Ncp,9302.0,Servicios de peluquería y  tratamientos de belleza,,,Peluqueria y otros tratamientos de belleza,0.04
599,,960.0,Servicios Personales Ncp,9302.0,Servicios de peluquería y  tratamientos de belleza,,,,
346,9603.0,960.0,Servicios Personales Ncp,9303.0,Pompas fúnebres y servicios conexos,,,Pompas funebres y actividades relacionadas,0.05
600,,960.0,Servicios Personales Ncp,9303.0,Pompas fúnebres y servicios conexos,,,,
800,9810.0,970.0,Actividades De Empleo Doméstico,9309.0,Servicios n.c.p.,,,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,
801,9820.0,970.0,Actividades De Empleo Doméstico,9309.0,Servicios n.c.p.,,,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,
349,9900.0,990.0,Actividades De Organismos Extraterritoriales,9309.0,Servicios n.c.p.,,,Actividades de organizaciones y entidades extraterritoriales,0.01
4,116.0,,,,,,,CIIU CL 116,0.0
17,146.0,,,,,,,CIIU CL 146,0.07
36,810.0,,,,,,,CIIU CL 810,0.32
38,893.0,,,,,,,CIIU CL 893,0.01
42,1010.0,,,,,,,CIIU CL 1010,0.3
46,1050.0,,,,,,,CIIU CL 1050,0.35
51,1073.0,,,,,,,CIIU CL 1073,0.05
52,1074.0,,,,,,,CIIU CL 1074,0.03
53,1075.0,,,,,,,CIIU CL 1075,0.03
54,1079.0,,,,,,,CIIU CL 1079,0.61
55,1080.0,,,,,,,CIIU CL 1080,0.04
73,1520.0,,,,,,,CIIU CL 1520,0.13
75,1621.0,,,,,,,CIIU CL 1621,0.06
76,1622.0,,,,,,,CIIU CL 1622,0.06
77,1623.0,,,,,,,CIIU CL 1623,0.11
85,1920.0,,,,,,,CIIU CL 1920,0.02
97,2220.0,,,,,,,CIIU CL 2220,0.33
108,2420.0,,,,,,,CIIU CL 2420,0.06
126,2710.0,,,,,,,CIIU CL 2710,0.07
157,3100.0,,,,,,,CIIU CL 3100,0.23
158,3211.0,,,,,,,CIIU CL 3211,0.01
165,3311.0,,,,,,,CIIU CL 3311,0.04
171,3510.0,,,,,,,CIIU CL 3510,0.46
174,3600.0,,,,,,,CIIU CL 3600,0.2
175,3700.0,,,,,,,CIIU CL 3700,0.01
179,4100.0,,,,,,,CIIU CL 4100,4.87
185,4510.0,,,,,,,CIIU CL 4510,1.27
188,4540.0,,,,,,,CIIU CL 4540,0.15
191,4630.0,,,,,,,CIIU CL 4630,1.08
206,4730.0,,,,,,,CIIU CL 4730,0.36
213,4763.0,,,,,,,CIIU CL 4763,0.06
214,4764.0,,,,,,,CIIU CL 4764,0.02
224,4921.0,,,,,,,CIIU CL 4921,0.59
231,5110.0,,,,,,,CIIU CL 5110,0.15
232,5120.0,,,,,,,CIIU CL 5120,0.01
240,5510.0,,,,,,,CIIU CL 5510,0.95
241,5610.0,,,,,,,CIIU CL 5610,1.8
260,6419.0,,,,,,,CIIU CL 6419,0.8
261,6430.0,,,,,,,CIIU CL 6430,0.98
269,6520.0,,,,,,,CIIU CL 6520,0.0
273,6622.0,,,,,,,CIIU CL 6622,0.09
314,8500.0,,,,,,,CIIU CL 8500,3.39
315,8531.0,,,,,,,CIIU CL 8531,1.68
316,8532.0,,,,,,,CIIU CL 8532,0.8
319,8549.0,,,,,,,CIIU CL 8549,0.38
321,8620.0,,,,,,,CIIU CL 8620,0.92
322,8690.0,,,,,,,CIIU CL 8690,0.37
324,9000.0,,,,,,,CIIU CL 9000,0.07
334,9411.0,,,,,,,CIIU CL 9411,0.02
335,9412.0,,,,,,,CIIU CL 9412,0.05
336,9420.0,,,,,,,CIIU CL 9420,0.01
337,9491.0,,,,,,,CIIU CL 9491,0.09
340,9511.0,,,,,,,CIIU CL 9511,0.0
341,9512.0,,,,,,,CIIU CL 9512,0.01
348,9700.0,,,,,,,CIIU CL 9700,0.08
