CHI ID REG,CHI label REG,CHI ID PRO,CHI label PRO,CHI ID ARE,CHI label ARE,CHI ID LLMA,CHI ID COM,CHI label COM
13.0,Región Metropolitana Santiago,133.0,Chacabuco,133.0,Chacabuco,13101,318.0,Til-Til
13.0,Región Metropolitana Santiago,134.0,Maipo,134.0,Maipo,13101,280.0,San Bernardo
13.0,Región Metropolitana Santiago,134.0,Maipo,134.0,Maipo,13101,14.0,Buin
13.0,Región Metropolitana Santiago,134.0,Maipo,134.0,Maipo,13101,23.0,Calera de Tango
13.0,Región Metropolitana Santiago,134.0,Maipo,134.0,Maipo,13101,197.0,Paine
13.0,Región Metropolitana Santiago,135.0,Melipilla,135.0,Melipilla,13501,172.0,Melipilla
13.0,Región Metropolitana Santiago,135.0,Melipilla,135.0,Melipilla,13501,2.0,Alhué
13.0,Región Metropolitana Santiago,135.0,Melipilla,135.0,Melipilla,13101,74.0,Curacaví
13.0,Región Metropolitana Santiago,135.0,Melipilla,135.0,Melipilla,13501,166.0,María Pinto
13.0,Región Metropolitana Santiago,135.0,Melipilla,135.0,Melipilla,13501,296.0,San Pedro
13.0,Región Metropolitana Santiago,136.0,Talagante,136.0,Talagante,13101,310.0,Talagante
13.0,Región Metropolitana Santiago,136.0,Talagante,136.0,Talagante,13101,85.0,El Monte
13.0,Región Metropolitana Santiago,136.0,Talagante,136.0,Talagante,13101,114.0,Isla de Maipo
13.0,Región Metropolitana Santiago,136.0,Talagante,136.0,Talagante,13101,193.0,Padre Hurtado
13.0,Región Metropolitana Santiago,136.0,Talagante,136.0,Talagante,13101,211.0,Peñaflor
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10501,329.0,Valdivia
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10501,71.0,Corral
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10510,132.0,Lanco
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10501,153.0,Los Lagos
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10501,161.0,Máfil
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10510,167.0,Mariquina
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10504,196.0,Paillaco
14.0,Los Ríos,141.0,Valdivia,141.0,Valdivia,10510,200.0,Panguipulli
14.0,Los Ríos,142.0,Ranco,142.0,Ranco,10504,127.0,La Unión
14.0,Los Ríos,142.0,Ranco,142.0,Ranco,10504,97.0,Futrono
14.0,Los Ríos,142.0,Ranco,142.0,Ranco,10504,128.0,Lago Ranco
14.0,Los Ríos,142.0,Ranco,142.0,Ranco,10504,269.0,Río Bueno
15.0,Arica y Parinacota,151.0,Arica,151.0,Arica,1201,12.0,Arica
15.0,Arica y Parinacota,151.0,Arica,151.0,Arica,1201,25.0,Camarones
15.0,Arica y Parinacota,152.0,Parinacota,152.0,Parinacota,1201,243.0,Putre
15.0,Arica y Parinacota,152.0,Parinacota,152.0,Parinacota,1201,99.0,General Lagos
