"Year","IBGE ID","Location","Imports","Exports","Economic Complexity","Nominal Export Growth (1 year)","Nominal Export Growth (5 year)","Nominal Import Growth (1 year)","Nominal Import Growth (5 year)","Product Diversity","Effective Product Diversity","Export Destination Diversity","Effective Export Destination Diversity"
"2016","4206504","Guaramirim - SC","USD 4.24M","USD 4.65M","-0.411","0% ","0% ","0% ","0% ","61","12.13","19","4.7"
"2016","4204608","Criciúma - SC","USD 186M","USD 65.1M","-0.419","0% ","0% ","0% ","0% ","183","4.976","87","21.42"
"2016","5102637","Campo Novo do Parecis - MT","USD 19.6M","USD 388M","-0.421","0% ","0% ","0% ","0% ","9","3.41","50","19.82"
"2016","4110706","Irati - PR","USD 30.5M","USD 31.2M","-0.427","0% ","0% ","0% ","0% ","37","4.398","33","8.751"
"2016","4202909","Brusque - SC","USD 135M","USD 58.6M","-0.428","0% ","0% ","0% ","0% ","188","8.216","67","17.45"
"2016","3169307","Três Corações - MG","USD 73.7M","USD 127M","-0.429","0% ","0% ","0% ","0% ","42","4.168","62","19.22"
"2016","3548500","Santos - SP","USD 761M","USD 3.53B","-0.429","0% ","0% ","0% ","0% ","170","6.647","142","27.68"
"2016","3157807","Santa Luzia - MG","USD 28.1M","USD 17.9M","-0.429","0% ","0% ","0% ","0% ","42","7.483","24","8.558"
"2016","4303509","Camaquã - RS","USD 5.69M","USD 23.8M","-0.433","0% ","0% ","0% ","0% ","16","2.721","40","9.512"
"2016","3306008","Três Rios - RJ","USD 48.5M","USD 49M","-0.441","0% ","0% ","0% ","0% ","38","2.318","37","2.513"
"2016","1600600","Santana - AP","USD 2.74M","USD 73M","-0.447","0% ","0% ","0% ","0% ","9","2.44","14","4.479"
"2016","4201406","Araranguá - SC","USD 328k","USD 90.4M","-0.454","0% ","0% ","0% ","0% ","26","2.681","47","10.4602"
"2016","3512407","Cordeirópolis - SP","USD 11.4M","USD 77.5M","-0.457","0% ","0% ","0% ","0% ","48","3.0486","71","16.55"
"2016","3205200","Vila Velha - ES","USD 430M","USD 511M","-0.457","0% ","0% ","0% ","0% ","126","3.553","74","12.15"
"2016","3525102","Jardinópolis - SP","USD 2.48M","USD 2.12M","-0.457","0% ","0% ","0% ","0% ","12","2.317","13","3.919"
"2016","5206206","Cristalina - GO","USD 15.4M","USD 29.7M","-0.457","0% ","0% ","0% ","0% ","7","2.78","24","11.37"
"2016","5103502","Diamantino - MT","USD 133k","USD 438M","-0.459","0% ","0% ","0% ","0% ","10","5.618","43","14.03"
"2016","5106224","Nova Mutum - MT","USD 31.6M","USD 655M","-0.46","0% ","0% ","0% ","0% ","9","3.665","34","11.82"
"2016","4120804","Quatro Barras - PR","USD 93.1M","USD 56.7M","-0.465","0% ","0% ","0% ","0% ","121","17.22","35","7.344"
"2016","4109401","Guarapuava - PR","USD 193M","USD 170M","-0.475","0% ","0% ","0% ","0% ","63","6.317","50","14.61"
"2016","4210001","Luiz Alves - SC","USD 19.8M","USD 4.46M","-0.486","0% ","0% ","0% ","0% ","26","1.522","8","1.759"
"2016","4301008","Arroio do Meio - RS","USD 13.4M","USD 23.5M","-0.49","0% ","0% ","0% ","0% ","44","8.888","68","35.2"
"2016","2914802","Itabuna - BA","USD 51M","USD 29.3M","-0.498","0% ","0% ","0% ","0% ","17","2.354","29","2.606"
"2016","3554003","Tatuí - SP","USD 47.5M","USD 39M","-0.507","0% ","0% ","0% ","0% ","102","8.852","53","19.36"
"2016","4310108","Igrejinha - RS","USD 7.15M","USD 70.8M","-0.507","0% ","0% ","0% ","0% ","45","5.944","104","32.77"
"2016","4104808","Cascavel - PR","USD 168M","USD 291M","-0.512","0% ","0% ","0% ","0% ","128","8.0115","65","16.18"
"2016","3556503","Várzea Paulista - SP","USD 72M","USD 54.2M","-0.529","0% ","0% ","0% ","0% ","93","9.785","66","14.96"
"2016","4216206","São Francisco do Sul - SC","USD 482M","USD 678M","-0.536","0% ","0% ","0% ","0% ","23","2.216","39","2.72"
"2016","5210000","Inhumas - GO","USD 68.2k","USD 4.05M","-0.548","0% ","0% ","0% ","0% ","9","4.214","22","9.633"
"2016","3516200","Franca - SP","USD 25M","USD 128M","-0.549","0% ","0% ","0% ","0% ","221","5.657","99","24"
"2016","2907202","Casa Nova - BA","USD 1.32M","USD 52.2M","-0.556","0% ","0% ","0% ","0% ","6","1.675","16","6.502"
"2016","3511102","Catanduva - SP","USD 13.4M","USD 176M","-0.558","0% ","0% ","0% ","0% ","58","4.987","68","20.969"
"2016","2610707","Paulista - PE","USD 9.14M","USD 5.61M","-0.559","0% ","0% ","0% ","0% ","16","7.216","17","5.143"
"2016","3202801","Itapemirim - ES","USD 1.35M","USD 29.3M","-0.562","0% ","0% ","0% ","0% ","6","2.0204","19","1.695"
"2016","5107875","Sapezal - MT","USD 27.9M","USD 481M","-0.567","0% ","0% ","0% ","0% ","7","3.157","36","22.34"
"2016","3506102","Bebedouro - SP","USD 11.1M","USD 306M","-0.574","0% ","0% ","0% ","0% ","23","2.356","38","4.0332"
"2016","3522406","Itapeva - SP","USD 1.15M","USD 28.4M","-0.582","0% ","0% ","0% ","0% ","7","3.608","24","10.4308"
"2016","4205902","Gaspar - SC","USD 69.9M","USD 21M","-0.582","0% ","0% ","0% ","0% ","102","6.421","46","12.69"
"2016","4306106","Cruz Alta - RS","USD 5.89M","USD 265M","-0.591","0% ","0% ","0% ","0% ","11","2.159","19","3.485"
"2016","3106200","Belo Horizonte - MG","USD 341M","USD 482M","-0.594","0% ","0% ","0% ","0% ","491","12.53","113","19.03"
"2016","2312403","São Gonçalo do Amarante - CE","USD 2.28B","USD 238M","-0.597","0% ","0% ","0% ","0% ","8","1.863","16","9.331"
"2016","1100205","Porto Velho - RO","USD 500M","USD 53.5M","-0.599","0% ","0% ","0% ","0% ","49","3.906","38","16.66"
"2016","4313375","Nova Santa Rita - RS","USD 22.4M","USD 32.5M","-0.6","0% ","0% ","0% ","0% ","42","10.6639","28","2.52"
"2016","3146909","Papagaios - MG","USD 83.2k","USD 29.7M","-0.6","0% ","0% ","0% ","0% ","9","1.158","53","11.59"
"2016","5107040","Primavera do Leste - MT","USD 3M","USD 598M","-0.606","0% ","0% ","0% ","0% ","10","3.625","31","9.366"
"2016","4108304","Foz do Iguaçu - PR","USD 207M","USD 178M","-0.615","0% ","0% ","0% ","0% ","644","118.31","64","1.523"
"2016","4104204","Campo Largo - PR","USD 172M","USD 189M","-0.62","0% ","0% ","0% ","0% ","91","2.985","69","17.94"
"2016","3541604","Promissão - SP","USD 65.9k","USD 344M","-0.623","0% ","0% ","0% ","0% ","13","3.803","54","12.04"
"2016","3543402","Ribeirão Preto - SP","USD 137M","USD 148M","-0.626","0% ","0% ","0% ","0% ","279","33.2","117","30.4304"
"2016","2301000","Aquiraz - CE","USD 105M","USD 33.4M","-0.627","0% ","0% ","0% ","0% ","24","1.867","22","6.659"
"2016","4311627","Lindolfo Collor - RS","USD 6.93M","USD 66.3M","-0.635","0% ","0% ","0% ","0% ","18","3.175","54","14.27"
"2016","3513108","Cravinhos - SP","USD 36.1M","USD 22.9M","-0.644","0% ","0% ","0% ","0% ","101","9.25","53","13"
"2016","2412005","São Gonçalo do Amarante - RN","USD 13.4M","USD 33.8M","-0.645","0% ","0% ","0% ","0% ","14","4.0159","31","16.42"
"2016","3168606","Teófilo Otoni - MG","USD 289k","USD 17.3M","-0.657","0% ","0% ","0% ","0% ","11","1.27","30","3.739"
"2016","2403103","Currais Novos - RN","USD 9.21k","USD 5.18M","-0.66","0% ","0% ","0% ","0% ","6","4.462","7","4.316"
"2016","4204806","Curitibanos - SC","USD 6.29M","USD 73.7M","-0.666","0% ","0% ","0% ","0% ","22","5.393","57","14.16"
"2016","3502804","Araçatuba - SP","USD 28.6M","USD 22.2M","-0.671","0% ","0% ","0% ","0% ","60","5.256","63","15.09"
"2016","4105508","Cianorte - PR","USD 10.9M","USD 28.2M","-0.674","0% ","0% ","0% ","0% ","72","3.768","24","4.763"
"2016","1504703","Moju - PA","USD 9.8k","USD 42.6M","-0.692","0% ","0% ","0% ","0% ","12","1.799","8","3.45"
"2016","2910800","Feira de Santana - BA","USD 92M","USD 99.9M","-0.693","0% ","0% ","0% ","0% ","32","2.471","44","5.274"
"2016","4318309","São Gabriel - RS","USD 38.5M","USD 19.4M","-0.701","0% ","0% ","0% ","0% ","13","3.99","15","6.144"
"2016","4322509","Vacaria - RS","USD 48.9M","USD 17.4M","-0.718","0% ","0% ","0% ","0% ","31","2.278","34","13.93"
"2016","4311304","Lagoa Vermelha - RS","USD 0","USD 16.8M","-0.718","0% ","0% ","0% ","0% ","34","1.224","24","8.154"
"2016","3524303","Jaboticabal - SP","USD 16.3M","USD 43.5M","-0.718","0% ","0% ","0% ","0% ","59","3.535","61","12.27"
"2016","3201209","Cachoeiro de Itapemirim - ES","USD 22.3M","USD 231M","-0.72","0% ","0% ","0% ","0% ","40","1.568","74","4.0486"
"2016","4201257","Apiúna - SC","USD 14.5M","USD 4.01M","-0.736","0% ","0% ","0% ","0% ","48","10.2467","30","13.89"
"2016","4302105","Bento Gonçalves - RS","USD 29.8M","USD 69.2M","-0.738","0% ","0% ","0% ","0% ","166","10.4485","84","21.83"
"2016","5002704","Campo Grande - MS","USD 305M","USD 339M","-0.772","0% ","0% ","0% ","0% ","115","8.43","85","18.16"
"2016","1500800","Ananindeua - PA","USD 10.2M","USD 60.2M","-0.777","0% ","0% ","0% ","0% ","41","6.326","60","11.76"
"2016","2918407","Juazeiro - BA","USD 13.5M","USD 58.2M","-0.798","0% ","0% ","0% ","0% ","13","3.0558","31","8.825"
"2016","5208707","Goiânia - GO","USD 120M","USD 168M","-0.803","0% ","0% ","0% ","0% ","193","5.0395","63","6.118"
"2016","4117503","Paiçandu - PR","USD 4.06M","USD 24.9M","-0.811","0% ","0% ","0% ","0% ","8","2.122","10","3.335"
"2016","5102686","Campos de Júlio - MT","USD 0","USD 250M","-0.821","0% ","0% ","0% ","0% ","7","2.967","40","21.19"
"2016","2309607","Pacajús - CE","USD 12.1M","USD 18.3M","-0.823","0% ","0% ","0% ","0% ","9","3.112","22","5.787"
"2016","3300100","Angra Dos Reis - RJ","USD 1.16B","USD 5.52B","-0.828","0% ","0% ","0% ","0% ","27","1.834","16","5.0772"
"2016","4111803","Jacarezinho - PR","USD 50.6M","USD 141M","-0.856","0% ","0% ","0% ","0% ","15","4.191","50","15.02"
"2016","3133808","Itaúna - MG","USD 9.99M","USD 54M","-0.89","0% ","0% ","0% ","0% ","32","9.308","33","15.43"
"2016","4128104","Umuarama - PR","USD 23.5M","USD 55M","-0.896","0% ","0% ","0% ","0% ","51","2.429","37","12.03"
"2016","5106372","Pedra Preta - MT","USD 1.77M","USD 138M","-0.906","0% ","0% ","0% ","0% ","13","5.362","51","16.99"
"2016","4218004","Tijucas - SC","USD 45.9M","USD 42.8M","-0.908","0% ","0% ","0% ","0% ","58","2.328","70","22.78"
"2016","3519055","Holambra - SP","USD 29.6M","USD 6.4M","-0.939","0% ","0% ","0% ","0% ","14","2.191","16","2.479"
"2016","3115300","Cataguases - MG","USD 6.59M","USD 13.7M","-0.95","0% ","0% ","0% ","0% ","19","3.0394","46","14.11"
"2016","4101507","Arapongas - PR","USD 113M","USD 75.4M","-0.982","0% ","0% ","0% ","0% ","82","6.919","54","12.05"
"2016","2305357","Icapuí - CE","USD 13.2M","USD 97.1M","-0.985","0% ","0% ","0% ","0% ","6","1.501","21","4.843"
"2016","3144805","Nova Lima - MG","USD 54.2M","USD 1.88B","-0.996","0% ","0% ","0% ","0% ","66","1.841","44","4.0109"
"2016","3170206","Uberlândia - MG","USD 145M","USD 405M","-1.00461","0% ","0% ","0% ","0% ","162","6.38","69","12.23"
"2016","3525003","Jandira - SP","USD 184M","USD 18.1M","-1.0188","0% ","0% ","0% ","0% ","91","12.48","30","12.26"
"2016","5102504","Cáceres - MT","USD 247k","USD 11.7M","-1.0319","0% ","0% ","0% ","0% ","11","2.0231","12","4.56"
"2016","2927408","Salvador - BA","USD 803M","USD 127M","-1.0388","0% ","0% ","0% ","0% ","165","7.421","73","6.0197"
"2016","4104907","Castro - PR","USD 18.5M","USD 59.2M","-1.0819","0% ","0% ","0% ","0% ","36","5.201","53","14.25"
"2016","4316808","Santa Cruz do Sul - RS","USD 88.7M","USD 1.08B","-1.083","0% ","0% ","0% ","0% ","155","1.419","99","19.26"
"2016","2910057","Dias D'ávila - BA","USD 780M","USD 792M","-1.0969","0% ","0% ","0% ","0% ","17","2.56","30","6.0571"
"2016","4209300","Lages - SC","USD 29.9M","USD 148M","-1.16","0% ","0% ","0% ","0% ","69","6.926","47","10.463"
"2016","3505500","Barretos - SP","USD 103M","USD 337M","-1.166","0% ","0% ","0% ","0% ","48","4.492","52","8.121"
"2016","3302403","Macaé - RJ","USD 334M","USD 984M","-1.191","0% ","0% ","0% ","0% ","294","1.914","80","5.882"
"2016","4118402","Paranavaí - PR","USD 4.53M","USD 46.2M","-1.194","0% ","0% ","0% ","0% ","38","3.223","48","14.09"
"2016","3204906","São Mateus - ES","USD 4.45M","USD 19.4M","-1.224","0% ","0% ","0% ","0% ","6","2.388","24","7.166"
"2016","3205002","Serra - ES","USD 1.25B","USD 1.8B","-1.232","0% ","0% ","0% ","0% ","180","6.375","95","11.89"
"2016","2312908","Sobral - CE","USD 22.5M","USD 153M","-1.237","0% ","0% ","0% ","0% ","32","1.263","98","37.89"
"2016","4205001","Dionísio Cerqueira - SC","USD 45.4M","USD 7.35M","-1.259","0% ","0% ","0% ","0% ","21","6.579","10","1.128"
"2016","1100023","Ariquemes - RO","USD 117k","USD 23.1M","-1.265","0% ","0% ","0% ","0% ","38","4.615","28","5.839"
"2016","4301602","Bagé - RS","USD 4.26M","USD 75.3M","-1.272","0% ","0% ","0% ","0% ","16","4.996","42","9.309"
"2016","4307609","Estância Velha - RS","USD 13.5M","USD 61.8M","-1.276","0% ","0% ","0% ","0% ","62","6.972","64","17.89"
"2016","4322608","Venâncio Aires - RS","USD 18.6M","USD 575M","-1.281","0% ","0% ","0% ","0% ","129","1.5","70","11.77"
"2016","3136702","Juiz de Fora - MG","USD 336M","USD 151M","-1.293","0% ","0% ","0% ","0% ","47","5.0673","30","7.726"
"2016","4314407","Pelotas - RS","USD 84.2M","USD 96.6M","-1.299","0% ","0% ","0% ","0% ","85","2.991","47","11.77"
"2016","3548005","Santo Antônio de Posse - SP","USD 31.9M","USD 88.4M","-1.304","0% ","0% ","0% ","0% ","27","1.277","15","1.625"
"2016","4102604","Barracão - PR","USD 63M","USD 5.14M","-1.311","0% ","0% ","0% ","0% ","15","6.658","4","1.201"
"2016","3203205","Linhares - ES","USD 22M","USD 60.5M","-1.344","0% ","0% ","0% ","0% ","17","5.142","43","14.49"
"2016","2307650","Maracanaú - CE","USD 248M","USD 91.6M","-1.344","0% ","0% ","0% ","0% ","54","10.2426","74","19.52"
"2016","3143302","Montes Claros - MG","USD 122M","USD 270M","-1.391","0% ","0% ","0% ","0% ","32","2.515","53","6.0324"
"2016","1504208","Marabá - PA","USD 69.5M","USD 1.12B","-1.392","0% ","0% ","0% ","0% ","12","1.481","35","8.0769"
"2016","3104007","Araxá - MG","USD 49.8M","USD 1.23B","-1.398","0% ","0% ","0% ","0% ","17","1.5","27","5.898"
"2016","3528403","Mairinque - SP","USD 135M","USD 18.4M","-1.401","0% ","0% ","0% ","0% ","50","10.1088","48","24.63"
"2016","3152501","Pouso Alegre - MG","USD 132M","USD 55.7M","-1.406","0% ","0% ","0% ","0% ","170","18.28","49","6.985"
"2016","3529302","Matão - SP","USD 17.1M","USD 962M","-1.412","0% ","0% ","0% ","0% ","150","2.129","87","7.111"
"2016","5005202","Ladário - MS","USD 20.9k","USD 1.97M","-1.413","0% ","0% ","0% ","0% ","15","3.123","3","1.994"
"2016","4306809","Encantado - RS","USD 12.7M","USD 74.6M","-1.416","0% ","0% ","0% ","0% ","21","2.658","39","3.728"
"2016","4315107","Porto Xavier - RS","USD 27.3M","USD 5.47M","-1.439","0% ","0% ","0% ","0% ","13","3.719","1","1"
"2016","5218805","Rio Verde - GO","USD 129M","USD 600M","-1.484","0% ","0% ","0% ","0% ","21","3.468","38","7.14"
"2016","4113700","Londrina - PR","USD 365M","USD 659M","-1.489","0% ","0% ","0% ","0% ","247","6.097","121","16.83"
"2016","5107602","Rondonópolis - MT","USD 653M","USD 965M","-1.496","0% ","0% ","0% ","0% ","23","3.279","63","13.64"
"2016","2913606","Ilhéus - BA","USD 264M","USD 250M","-1.502","0% ","0% ","0% ","0% ","30","2.638","32","5.328"
"2016","3521903","Itajobi - SP","USD 166k","USD 31.1M","-1.512","0% ","0% ","0% ","0% ","13","3.196","22","5.978"
"2016","2704302","Maceió - AL","USD 516M","USD 148M","-1.557","0% ","0% ","0% ","0% ","34","1.389","35","12.52"
"2016","3509205","Cajamar - SP","USD 509M","USD 106M","-1.567","0% ","0% ","0% ","0% ","320","24.65","76","12.54"
"2016","4119905","Ponta Grossa - PR","USD 352M","USD 1.12B","-1.578","0% ","0% ","0% ","0% ","206","7.242","69","21.87"
"2016","1501303","Barcarena - PA","USD 388M","USD 1.95B","-1.584","0% ","0% ","0% ","0% ","10","2.218","29","9.494"
"2016","2408003","Mossoró - RN","USD 24M","USD 101M","-1.616","0% ","0% ","0% ","0% ","21","3.0115","36","9.434"
"2016","1505536","Parauapebas - PA","USD 73.7M","USD 4.76B","-1.669","0% ","0% ","0% ","0% ","63","1.125","29","5.43"
"2016","3555000","Tupã - SP","USD 2.38M","USD 38M","-1.673","0% ","0% ","0% ","0% ","20","2.535","42","13.67"
"2016","4101408","Apucarana - PR","USD 15.9M","USD 58.1M","-1.684","0% ","0% ","0% ","0% ","138","8.124","33","6.934"
"2016","2408102","Natal - RN","USD 79.7M","USD 32.7M","-1.728","0% ","0% ","0% ","0% ","41","5.69","28","3.0511"
"2016","4108809","Guaíra - PR","USD 2.03M","USD 16.2M","-1.92","0% ","0% ","0% ","0% ","193","17.92","12","2.259"
"2016","4317103","Santana do Livramento - RS","USD 1.06M","USD 22.9M","-1.922","0% ","0% ","0% ","0% ","94","4.262","4","1.0402"
"2016","1100106","Guajará-Mirim - RO","USD 334k","USD 54.9M","-1.992","0% ","0% ","0% ","0% ","446","63.11","2","1.0212"
"2016","4215802","São Bento do Sul - SC","USD 30.5M","USD 125M","-2.00745","0% ","0% ","0% ","0% ","147","5.0537","67","11.16"
"2016","5003207","Corumbá - MS","USD 1.27B","USD 201M","-2.186","0% ","0% ","0% ","0% ","487","8.86","4","2.143"
"2016","3503208","Araraquara - SP","USD 187M","USD 1.03B","-2.262","0% ","0% ","0% ","0% ","167","4.309","89","9.32"
"2016","3127701","Governador Valadares - MG","USD 8.66M","USD 28.4M","-2.404","0% ","0% ","0% ","0% ","29","1.661","23","2.522"
"2016","4320008","Sapucaia do Sul - RS","USD 19.5M","USD 24.3M","-2.545","0% ","0% ","0% ","0% ","60","12.08","26","6.375"
"2016","1400100","Boa Vista - RR","USD 7M","USD 23.1M","-2.639","0% ","0% ","0% ","0% ","58","8.256","5","1.258"
"2016","4315602","Rio Grande - RS","USD 1.18B","USD 2.61B","-2.675","0% ","0% ","0% ","0% ","68","5.93","81","11.43"
"2016","1502400","Castanhal - PA","USD 8.44M","USD 192M","-2.835","0% ","0% ","0% ","0% ","19","2.175","49","10.4112"
"2016","4311007","Jaguarão - RS","USD 317k","USD 6.6M","-2.851","0% ","0% ","0% ","0% ","154","25.15","2","1.0594"
"2016","2507507","João Pessoa - PB","USD 102M","USD 16.4M","-2.959","0% ","0% ","0% ","0% ","54","3.979","30","6.768"
"2016","2611101","Petrolina - PE","USD 14.1M","USD 147M","-3.311","0% ","0% ","0% ","0% ","18","6.786","39","6.981"
"2016","4118204","Paranaguá - PR","USD 1.64B","USD 3.67B","-3.641","0% ","0% ","0% ","0% ","38","5.0132","128","14.91"
"2016","2304400","Fortaleza - CE","USD 415M","USD 165M","-3.98","0% ","0% ","0% ","0% ","209","9.178","86","14.12"
"2016","4208203","Itajaí - SC","USD 4.17B","USD 3.34B","-4.412","0% ","0% ","0% ","0% ","292","4.171","154","26.2"
"2016","5006606","Ponta Porã - MS","USD 54M","USD 123M","-4.581","0% ","0% ","0% ","0% ","515","19.24","5","2.192"
"2016","1501402","Belém - PA","USD 142M","USD 198M","-5.825","0% ","0% ","0% ","0% ","171","14.67","90","19.74"
"2016","4202404","Blumenau - SC","USD 347M","USD 476M","-7.797","0% ","0% ","0% ","0% ","318","4.949","95","23.24"
